ID,designation_header,strain_number_header,is_type_strain_header,species,genus
121601,"ST007012(HKI), 16/65",,0,"Streptomyces sp.",Streptomyces
122609,"ST007024(HKI), 497/70, JA02987",,0,"Streptomyces sp.",Streptomyces
124098,"ST011208(HKI), BI 07642",,0,"Streptomyces sp.",Streptomyces
125587,ST004536(HKI),,0,"Streptomyces sp.",Streptomyces
107427,"ST017374(HKI), BI 09678",,0,"Streptomyces sp.",Streptomyces
108916,ST003441(HKI),,0,"Streptomyces sp.",Streptomyces
124349,ST021106(HKI),,0,"Streptomyces sp.",Streptomyces
125838,"ST012870(HKI), BI 01675",,0,"Streptomyces sp.",Streptomyces
106189,"ST023851(HKI), GT20001476",,0,"Streptomyces sp.",Streptomyces
107678,"ST018369(HKI), BI 08356",,0,"Streptomyces sp.",Streptomyces
109167,ST026478(HKI),,0,"Streptomyces sp.",Streptomyces
110656,ST005190(HKI),,0,"Streptomyces sp.",Streptomyces
111664,ST004726(HKI),,0,"Streptomyces sp.",Streptomyces
113153,"ST014970(HKI), BI 03805",,0,"Streptomyces sp.",Streptomyces
114642,ST019549(HKI),,0,"Streptomyces sp.",Streptomyces
116131,"ST005889(HKI), 624","IMET 40624",0,"Streptomyces sp.",Streptomyces
15688,M-259,"DSM 40490, ATCC 27450, CBS 709.72, IFO 13408, IMET 43534, ISP 5490, JCM 4552, JCM 4797, KCC S-0552, KCC S-0797, NBRC 13408, NRRL 2920, RIA 1369, BCRC 12348",0,"Streptomyces sp.",Streptomyces
109418,ST026596(HKI),,0,"Streptomyces sp.",Streptomyces
110907,"ST011733(HKI), S26, ST 08611",,0,"Streptomyces sp.",Streptomyces
111915,ST021494(HKI),,0,"Streptomyces sp.",Streptomyces
113404,ST005352(HKI),,0,"Streptomyces sp.",Streptomyces
114893,ST002259(HKI),,0,"Streptomyces sp.",Streptomyces
116382,"ST016184(HKI), BI 05233",,0,"Streptomyces sp.",Streptomyces
117390,ST001331(HKI),,0,"Streptomyces sp.",Streptomyces
118879,"ST015493(HKI), BI 04338",,0,"Streptomyces sp.",Streptomyces
120368,ST017486(HKI),,0,"Streptomyces sp.",Streptomyces
121857,"ST015452(HKI), BI 04294",,0,"Streptomyces sp.",Streptomyces
122865,ST009735(HKI),,0,"Streptomyces sp.",Streptomyces
117641,ST012306(HKI),,0,"Streptomyces sp.",Streptomyces
119130,"ST009226(HKI), BI 06652",,0,"Streptomyces sp.",Streptomyces
120619,"ST001485(HKI), BI 05089",,0,"Streptomyces sp.",Streptomyces
123116,"ST014848(HKI), BI 03683",,0,"Streptomyces sp.",Streptomyces
124605,"ST013756(HKI), BI 02567",,0,"Streptomyces sp.",Streptomyces
126094,ST011064(HKI),,0,"Streptomyces sp.",Streptomyces
105688,"ST021875(HKI), BI 10881",,0,"Streptomyces sp.",Streptomyces
106445,"ST023967(HKI), GT20001592",,0,"Streptomyces sp.",Streptomyces
107934,"ST022125(HKI), BI 11136",,0,"Streptomyces sp.",Streptomyces
15945,,"DSM 41497, ATCC 21142, IFO 13783, JCM 5006, KCC S-1006, NBRC 13783",0,"Streptomyces sp.",Streptomyces
123367,"ST001302(HKI), BI 04775",,0,"Streptomyces sp.",Streptomyces
124856,"ST014119(HKI), BI 02931",,0,"Streptomyces sp.",Streptomyces
126345,ST003706(HKI),,0,"Streptomyces sp.",Streptomyces
106696,"ST024261(HKI), BI 06896",,0,"Streptomyces sp.",Streptomyces
108185,"ST022403(HKI), BI 11368",,0,"Streptomyces sp.",Streptomyces
109674,ST029262(HKI),,0,"Streptomyces sp.",Streptomyces
111163,"ST004004(HKI), BI 07047",,0,"Streptomyces sp.",Streptomyces
112171,ST018036(HKI),,0,"Streptomyces sp.",Streptomyces
113660,"ST015726(HKI), BI 04572",,0,"Streptomyces sp.",Streptomyces
115149,"ST019945(HKI), BI 09524",,0,"Streptomyces sp.",Streptomyces
109925,ST009442(HKI),,0,"Streptomyces sp.",Streptomyces
112422,"ST021933(HKI), BI 10939",,0,"Streptomyces sp.",Streptomyces
113911,ST005376(HKI),,0,"Streptomyces sp.",Streptomyces
115400,ST001164(HKI),,0,"Streptomyces sp.",Streptomyces
117897,ST001419(HKI),,0,"Streptomyces sp.",Streptomyces
119386,ST010557(HKI),,0,"Streptomyces sp.",Streptomyces
120875,"ST001672(HKI), BI 05480",,0,"Streptomyces sp.",Streptomyces
105944,"ST027849(HKI), GT20021632",,0,"Streptomyces sp.",Streptomyces
116659,ST010009(HKI),,0,"Streptomyces sp.",Streptomyces
118148,"ST011261(HKI), BI 07696",,0,"Streptomyces sp.",Streptomyces
119637,ST008404(HKI),,0,"Streptomyces sp.",Streptomyces
121126,ST008732(HKI),,0,"Streptomyces sp.",Streptomyces
122134,"ST011268(HKI), BI 07703",,0,"Streptomyces sp.",Streptomyces
123623,ST024078(HKI),,0,"Streptomyces sp.",Streptomyces
125112,"ST016196(HKI), BI 05277",,0,"Streptomyces sp.",Streptomyces
106952,"ST012914(HKI), BI 01720",,0,"Streptomyces sp.",Streptomyces
108441,ST029736(HKI),,0,"Streptomyces sp.",Streptomyces
123874,ST012117(HKI),,0,"Streptomyces sp.",Streptomyces
125363,ST026288(HKI),,0,"Streptomyces sp.",Streptomyces
107203,ST004385(HKI),,0,"Streptomyces sp.",Streptomyces
108692,ST030636(HKI),,0,"Streptomyces sp.",Streptomyces
110181,ST001730(HKI),,0,"Streptomyces sp.",Streptomyces
112678,"ST009298(HKI), BI 06735",,0,"Streptomyces sp.",Streptomyces
114167,"ST014768(HKI), BI 03603",,0,"Streptomyces sp.",Streptomyces
115656,"ST011989(HKI), BI 08066",,0,"Streptomyces sp.",Streptomyces
108943,"ST018811(HKI), BI 08602",,0,"Streptomyces sp.",Streptomyces
110432,ST012648(HKI),,0,"Streptomyces sp.",Streptomyces
111440,"ST004179(HKI), BI 07440",,0,"Streptomyces sp.",Streptomyces
112929,"ST022134(HKI), BI 11145",,0,"Streptomyces sp.",Streptomyces
114418,ST003253(HKI),,0,"Streptomyces sp.",Streptomyces
115907,ST019723(HKI),,0,"Streptomyces sp.",Streptomyces
116915,"ST015262(HKI), BI 04101",,0,"Streptomyces sp.",Streptomyces
118404,"ST016475(HKI), BI 05675",,0,"Streptomyces sp.",Streptomyces
119893,"ST015115(HKI), BI 03952",,0,"Streptomyces sp.",Streptomyces
121382,ST011006(HKI),,0,"Streptomyces sp.",Streptomyces
122390,ST012402(HKI),,0,"Streptomyces sp.",Streptomyces
116158,ST010987(HKI),,0,"Streptomyces sp.",Streptomyces
117166,ST008148(HKI),,0,"Streptomyces sp.",Streptomyces
118655,"ST006269(HKI), 9b/46",,0,"Streptomyces sp.",Streptomyces
120144,ST003245(HKI),,0,"Streptomyces sp.",Streptomyces
121633,ST026395(HKI),,0,"Streptomyces sp.",Streptomyces
122641,"ST007096(HKI), 625-61",,0,"Streptomyces sp.",Streptomyces
124130,"ST015823(HKI), BI 04672",,0,"Streptomyces sp.",Streptomyces
125619,ST004610(HKI),,0,"Streptomyces sp.",Streptomyces
107459,ST017502(HKI),,0,"Streptomyces sp.",Streptomyces
122892,ST009846(HKI),,0,"Streptomyces sp.",Streptomyces
124381,"ST016868(HKI), BI 06313",,0,"Streptomyces sp.",Streptomyces
125870,ST003213(HKI),,0,"Streptomyces sp.",Streptomyces
106221,"ST021161(HKI), BI 10370",,0,"Streptomyces sp.",Streptomyces
107710,ST024559(HKI),,0,"Streptomyces sp.",Streptomyces
109199,"ST023572(HKI), GT20001454",,0,"Streptomyces sp.",Streptomyces
110688,ST005268(HKI),,0,"Streptomyces sp.",Streptomyces
111696,"ST031526(HKI), GT20044309",,0,"Streptomyces sp.",Streptomyces
113185,"ST018616(HKI), BI 08458",,0,"Streptomyces sp.",Streptomyces
114674,ST009838(HKI),,0,"Streptomyces sp.",Streptomyces
15720,"MR 10","DSM 40888",0,"Streptomyces sp.",Streptomyces
109450,ST030793(HKI),,0,"Streptomyces sp.",Streptomyces
110939,"ST011784(HKI), SE22",,0,"Streptomyces sp.",Streptomyces
111947,"ST006149(HKI), 4b/6",,0,"Streptomyces sp.",Streptomyces
113436,"ST006537(HKI), 5/30S, BI 11884",,0,"Streptomyces sp.",Streptomyces
114925,ST002312(HKI),,0,"Streptomyces sp.",Streptomyces
116414,"ST016236(HKI), BI 05344",,0,"Streptomyces sp.",Streptomyces
117422,ST002452(HKI),,0,"Streptomyces sp.",Streptomyces
118911,"ST016567(HKI), BI 05762",,0,"Streptomyces sp.",Streptomyces
120400,ST005512(HKI),,0,"Streptomyces sp.",Streptomyces
121889,ST030326(HKI),,0,"Streptomyces sp.",Streptomyces
117673,ST012342(HKI),,0,"Streptomyces sp.",Streptomyces
119162,"ST009295(HKI), BI 06732",,0,"Streptomyces sp.",Streptomyces
120651,"ST016147(HKI), BI 05164",,0,"Streptomyces sp.",Streptomyces
123148,"ST022236(HKI), BI 11265",,0,"Streptomyces sp.",Streptomyces
124637,"ST014058(HKI), BI 02869",,0,"Streptomyces sp.",Streptomyces
126126,ST001133(HKI),,0,"Streptomyces sp.",Streptomyces
105720,"ST021944(HKI), BI 10950",,0,"Streptomyces sp.",Streptomyces
106477,ST024059(HKI),,0,"Streptomyces sp.",Streptomyces
15977,LS182,"DSM 41810, CBMAI 0006",0,"Streptomyces sp.",Streptomyces
123399,ST005687(HKI),,0,"Streptomyces sp.",Streptomyces
124888,ST007401(HKI),,0,"Streptomyces sp.",Streptomyces
106728,ST024391(HKI),,0,"Streptomyces sp.",Streptomyces
108217,ST026131(HKI),,0,"Streptomyces sp.",Streptomyces
109706,"ST033439(HKI), 1273, NMB1273",,0,"Streptomyces sp.",Streptomyces
111195,"ST004049(HKI), BI 07094",,0,"Streptomyces sp.",Streptomyces
112203,"ST006186(HKI), 13a/9",,0,"Streptomyces sp.",Streptomyces
113692,"ST015771(HKI), BI 04618",,0,"Streptomyces sp.",Streptomyces
108468,ST027071(HKI),,0,"Streptomyces sp.",Streptomyces
109957,"ST009504(HKI), BI 06822",,0,"Streptomyces sp.",Streptomyces
112454,ST023469(HKI),,0,"Streptomyces sp.",Streptomyces
113943,ST005460(HKI),,0,"Streptomyces sp.",Streptomyces
115432,ST001214(HKI),,0,"Streptomyces sp.",Streptomyces
117929,"ST001471(HKI), BI 05075",,0,"Streptomyces sp.",Streptomyces
119418,"ST014401(HKI), BI 03233",,0,"Streptomyces sp.",Streptomyces
120907,ST017524(HKI),,0,"Streptomyces sp.",Streptomyces
105976,"ST018186(HKI), BI 08176",,0,"Streptomyces sp.",Streptomyces
115683,"ST012023(HKI), BI 08100",,0,"Streptomyces sp.",Streptomyces
116691,ST010089(HKI),,0,"Streptomyces sp.",Streptomyces
118180,"ST011316(HKI), BI 07751",,0,"Streptomyces sp.",Streptomyces
119669,"ST008493(HKI), 18, IMET33341/PS-143/82",,0,"Streptomyces sp.",Streptomyces
121158,"ST028391(HKI), 1196-477",,0,"Streptomyces sp.",Streptomyces
122166,ST011611(HKI),,0,"Streptomyces sp.",Streptomyces
123655,"ST004066(HKI), BI 07112",,0,"Streptomyces sp.",Streptomyces
125144,"ST021314(HKI), BI 10431",,0,"Streptomyces sp.",Streptomyces
165066,,"JCM 4989, ATCC 33134, CBS 352.79, INMI 17, NRRL B-11397, VKM Ac-1",0,"Streptomyces sp.",Streptomyces
106984,"ST012966(HKI), BI 01772",,0,"Streptomyces sp.",Streptomyces
122417,ST008286(HKI),,0,"Streptomyces sp.",Streptomyces
123906,ST012215(HKI),,0,"Streptomyces sp.",Streptomyces
125395,"ST029759(HKI), identisch ST 26470 (2392-016)",,0,"Streptomyces sp.",Streptomyces
107235,ST004461(HKI),,0,"Streptomyces sp.",Streptomyces
108724,ST021510(HKI),,0,"Streptomyces sp.",Streptomyces
110213,ST001774(HKI),,0,"Streptomyces sp.",Streptomyces
112710,"ST001777(HKI), BI 06139",,0,"Streptomyces sp.",Streptomyces
114199,"ST014810(HKI), BI 03645",,0,"Streptomyces sp.",Streptomyces
107486,"ST017800(HKI), CIBAID40823, BI 09205",,0,"Streptomyces sp.",Streptomyces
108975,ST028696(HKI),,0,"Streptomyces sp.",Streptomyces
110464,ST012709(HKI),,0,"Streptomyces sp.",Streptomyces
111472,ST004252(HKI),,0,"Streptomyces sp.",Streptomyces
112961,ST008001(HKI),,0,"Streptomyces sp.",Streptomyces
114450,ST007629(HKI),,0,"Streptomyces sp.",Streptomyces
115939,"ST019797(HKI), BI 09382",,0,"Streptomyces sp.",Streptomyces
116947,"ST015333(HKI), BI 04172",,0,"Streptomyces sp.",Streptomyces
118436,"ST016543(HKI), BI 05738",,0,"Streptomyces sp.",Streptomyces
119925,ST002220(HKI),,0,"Streptomyces sp.",Streptomyces
121414,"ST007173(HKI), 726-79",,0,"Streptomyces sp.",Streptomyces
114701,ST009888(HKI),,0,"Streptomyces sp.",Streptomyces
116190,ST011048(HKI),,0,"Streptomyces sp.",Streptomyces
117198,"ST020764(HKI), BI 10142",,0,"Streptomyces sp.",Streptomyces
118687,"ST010354(HKI), BI 04267",,0,"Streptomyces sp.",Streptomyces
120176,ST003342(HKI),,0,"Streptomyces sp.",Streptomyces
121665,ST004595(HKI),,0,"Streptomyces sp.",Streptomyces
122673,ST026266(HKI),,0,"Streptomyces sp.",Streptomyces
124162,"ST015979(HKI), BI 04928",,0,"Streptomyces sp.",Streptomyces
125651,"ST022505(HKI), BI 11407",,0,"Streptomyces sp.",Streptomyces
122924,ST009945(HKI),,0,"Streptomyces sp.",Streptomyces
124413,ST012634(HKI),,0,"Streptomyces sp.",Streptomyces
125902,"ST015580(HKI), BI 04424",,0,"Streptomyces sp.",Streptomyces
106253,ST024876(HKI),,0,"Streptomyces sp.",Streptomyces
107742,"ST028072(HKI), GT20031013",,0,"Streptomyces sp.",Streptomyces
109231,"ST023640(HKI), GT20001397",,0,"Streptomyces sp.",Streptomyces
110720,"ST006312(HKI), 17b/8",,0,"Streptomyces sp.",Streptomyces
111728,"ST004210(HKI), BI 07566",,0,"Streptomyces sp.",Streptomyces
113217,ST018667(HKI),,0,"Streptomyces sp.",Streptomyces
15752,"Schering 312","DSM 40856, ATCC 3347, CBS 497.63, IFO 3442, NBRC 3442, NRRL 1233, CCUG 29641, NRRL B-1233, JCM 4264, NCIMB 9605",0,"Streptomyces sp.",Streptomyces
107993,"ST021275(HKI), BI 10392",,0,"Streptomyces sp.",Streptomyces
109482,"ST019232(HKI), BI 08853",,0,"Streptomyces sp.",Streptomyces
110971,"ST011832(HKI), SE87",,0,"Streptomyces sp.",Streptomyces
111979,ST004793(HKI),,0,"Streptomyces sp.",Streptomyces
113468,"ST006604(HKI), I/98b",,0,"Streptomyces sp.",Streptomyces
114957,ST007731(HKI),,0,"Streptomyces sp.",Streptomyces
116446,"ST016276(HKI), BI 05416",,0,"Streptomyces sp.",Streptomyces
117454,"ST006943(HKI), 16/73",,0,"Streptomyces sp.",Streptomyces
118943,"ST003659(HKI), BI 06011",,0,"Streptomyces sp.",Streptomyces
120432,ST005538(HKI),,0,"Streptomyces sp.",Streptomyces
115208,"ST020089(HKI), BI 09644",,0,"Streptomyces sp.",Streptomyces
117705,ST012389(HKI),,0,"Streptomyces sp.",Streptomyces
119194,"ST013169(HKI), BI 01977",,0,"Streptomyces sp.",Streptomyces
120683,ST010119(HKI),,0,"Streptomyces sp.",Streptomyces
123180,"ST016851(HKI), BI 06296",,0,"Streptomyces sp.",Streptomyces
124669,"ST005174(HKI), 3/53",,0,"Streptomyces sp.",Streptomyces
126158,"ST011291(HKI), BI 07726",,0,"Streptomyces sp.",Streptomyces
105752,"ST022011(HKI), BI 11033",,0,"Streptomyces sp.",Streptomyces
106509,"ST027761(HKI), GT20021542",,0,"Streptomyces sp.",Streptomyces
121942,"ST018411(HKI), BI 08398",,0,"Streptomyces sp.",Streptomyces
123431,ST005755(HKI),,0,"Streptomyces sp.",Streptomyces
124920,ST012456(HKI),,0,"Streptomyces sp.",Streptomyces
106760,ST008726(HKI),,0,"Streptomyces sp.",Streptomyces
108249,"ST023263(HKI), BI 11780, 217/46",,0,"Streptomyces sp.",Streptomyces
109738,ST030948(HKI),,0,"Streptomyces sp.",Streptomyces
111227,"ST013520(HKI), BI 02330",,0,"Streptomyces sp.",Streptomyces
112235,"ST006253(HKI), 12a/24",,0,"Streptomyces sp.",Streptomyces
113724,"ST015831(HKI), BI 04680",,0,"Streptomyces sp.",Streptomyces
107011,ST013017(HKI),,0,"Streptomyces sp.",Streptomyces
108500,"ST027139(HKI), GT20044149",,0,"Streptomyces sp.",Streptomyces
109989,ST009560(HKI),,0,"Streptomyces sp.",Streptomyces
112486,ST028918(HKI),,0,"Streptomyces sp.",Streptomyces
113975,ST005528(HKI),,0,"Streptomyces sp.",Streptomyces
115464,"ST006637(HKI), 87/20Pr",,0,"Streptomyces sp.",Streptomyces
117961,"ST001544(HKI), BI 05205",,0,"Streptomyces sp.",Streptomyces
119450,"ST014441(HKI), BI 03274",,0,"Streptomyces sp.",Streptomyces
120939,ST008314(HKI),,0,"Streptomyces sp.",Streptomyces
106008,ST003544(HKI),,0,"Streptomyces sp.",Streptomyces
114226,"ST014850(HKI), BI 03685",,0,"Streptomyces sp.",Streptomyces
115715,ST012096(HKI),,0,"Streptomyces sp.",Streptomyces
116723,ST010163(HKI),,0,"Streptomyces sp.",Streptomyces
118212,"ST011372(HKI), BI 07807",,0,"Streptomyces sp.",Streptomyces
119701,ST008558(HKI),,0,"Streptomyces sp.",Streptomyces
121190,ST009656(HKI),,0,"Streptomyces sp.",Streptomyces
122198,ST010399(HKI),,0,"Streptomyces sp.",Streptomyces
123687,"ST016893(HKI), BI 06434",,0,"Streptomyces sp.",Streptomyces
125176,"ST021684(HKI), BI 10589",,0,"Streptomyces sp.",Streptomyces
121441,"ST013542(HKI), BI 02352",,0,"Streptomyces sp.",Streptomyces
122449,ST009710(HKI),,0,"Streptomyces sp.",Streptomyces
123938,ST021233(HKI),,0,"Streptomyces sp.",Streptomyces
125427,ST003278(HKI),,0,"Streptomyces sp.",Streptomyces
107267,ST004542(HKI),,0,"Streptomyces sp.",Streptomyces
108756,ST021563(HKI),,0,"Streptomyces sp.",Streptomyces
110245,"ST007311(HKI), 792-41",,0,"Streptomyces sp.",Streptomyces
112742,"ST009263(HKI), BI 06689",,0,"Streptomyces sp.",Streptomyces
107518,"ST018125(HKI), BI 08142",,0,"Streptomyces sp.",Streptomyces
109007,"ST027774(HKI), GT20021556",,0,"Streptomyces sp.",Streptomyces
110496,ST012773(HKI),,0,"Streptomyces sp.",Streptomyces
111504,"ST016974(HKI), BI 06515",,0,"Streptomyces sp.",Streptomyces
112993,ST008017(HKI),,0,"Streptomyces sp.",Streptomyces
114482,"ST019210(HKI), BI 08811",,0,"Streptomyces sp.",Streptomyces
115971,"ST001277(HKI), BI 04751",,0,"Streptomyces sp.",Streptomyces
116979,ST002382(HKI),,0,"Streptomyces sp.",Streptomyces
118468,ST004659(HKI),,0,"Streptomyces sp.",Streptomyces
119957,ST010074(HKI),,0,"Streptomyces sp.",Streptomyces
114733,ST009974(HKI),,0,"Streptomyces sp.",Streptomyces
116222,"ST011095(HKI), BI 07472",,0,"Streptomyces sp.",Streptomyces
117230,"ST014106(HKI), BI 02918",,0,"Streptomyces sp.",Streptomyces
118719,"ST011412(HKI), BI 07847",,0,"Streptomyces sp.",Streptomyces
120208,ST024317(HKI),,0,"Streptomyces sp.",Streptomyces
121697,ST009451(HKI),,0,"Streptomyces sp.",Streptomyces
122705,"ST019968(HKI), BI 09547",,0,"Streptomyces sp.",Streptomyces
124194,"ST013234(HKI), BI 02044",,0,"Streptomyces sp.",Streptomyces
125683,ST028988(HKI),,0,"Streptomyces sp.",Streptomyces
122956,"ST007130(HKI), 749-118",,0,"Streptomyces sp.",Streptomyces
124445,ST012736(HKI),,0,"Streptomyces sp.",Streptomyces
125934,"ST015889(HKI), BI 04827",,0,"Streptomyces sp.",Streptomyces
122957,"ST007135(HKI), 749-140",,0,"Streptomyces sp.",Streptomyces
124446,ST012734(HKI),,0,"Streptomyces sp.",Streptomyces
125935,"ST015878(HKI), BI 04816",,0,"Streptomyces sp.",Streptomyces
106286,ST027659(HKI),,0,"Streptomyces sp.",Streptomyces
107775,ST030222(HKI),,0,"Streptomyces sp.",Streptomyces
109264,"ST027226(HKI), GT20044221",,0,"Streptomyces sp.",Streptomyces
110753,"ST006349(HKI), 5c/20",,0,"Streptomyces sp.",Streptomyces
111761,"ST014243(HKI), BI 03060",,0,"Streptomyces sp.",Streptomyces
113250,"ST018731(HKI), BI 08522",,0,"Streptomyces sp.",Streptomyces
15785,,"DSM 41379, IMRU 3824",0,"Streptomyces sp.",Streptomyces
106537,"ST027813(HKI), GT20021600",,0,"Streptomyces sp.",Streptomyces
108026,"ST021326(HKI), BI 10443",,0,"Streptomyces sp.",Streptomyces
109515,"ST011720(HKI), S11, ST 08596",,0,"Streptomyces sp.",Streptomyces
111004,"ST015661(HKI), BI 04505",,0,"Streptomyces sp.",Streptomyces
112012,ST004866(HKI),,0,"Streptomyces sp.",Streptomyces
113501,"ST010651(HKI), BI 07383",,0,"Streptomyces sp.",Streptomyces
114990,ST007783(HKI),,0,"Streptomyces sp.",Streptomyces
116479,ST003380(HKI),,0,"Streptomyces sp.",Streptomyces
117487,"ST006980(HKI), 4/38",,0,"Streptomyces sp.",Streptomyces
118976,ST003718(HKI),,0,"Streptomyces sp.",Streptomyces
120465,"ST006248(HKI), 11a/3",,0,"Streptomyces sp.",Streptomyces
105534,"ST020874(HKI), BI 10171",,0,"Streptomyces sp.",Streptomyces
113752,"ST015887(HKI), BI 04825",,0,"Streptomyces sp.",Streptomyces
115241,"ST020207(HKI), BI 09798",,0,"Streptomyces sp.",Streptomyces
117738,ST004791(HKI),,0,"Streptomyces sp.",Streptomyces
119227,"ST013220(HKI), BI 02030",,0,"Streptomyces sp.",Streptomyces
120716,ST027613(HKI),,0,"Streptomyces sp.",Streptomyces
123213,ST024136(HKI),,0,"Streptomyces sp.",Streptomyces
124702,ST005248(HKI),,0,"Streptomyces sp.",Streptomyces
126191,"ST007178(HKI), 728-5",,0,"Streptomyces sp.",Streptomyces
105785,ST022757(HKI),,0,"Streptomyces sp.",Streptomyces
120967,ST008393(HKI),,0,"Streptomyces sp.",Streptomyces
121975,ST012116(HKI),,0,"Streptomyces sp.",Streptomyces
123464,"ST005835(HKI), 867",,0,"Streptomyces sp.",Streptomyces
124953,ST007664(HKI),,0,"Streptomyces sp.",Streptomyces
106793,ST008763(HKI),,0,"Streptomyces sp.",Streptomyces
108282,ST023327(HKI),,0,"Streptomyces sp.",Streptomyces
109771,"ST018780(HKI), BI 08571",,0,"Streptomyces sp.",Streptomyces
111260,"ST013572(HKI), BI 02382",,0,"Streptomyces sp.",Streptomyces
112268,"ST006402(HKI), 23a/174",,0,"Streptomyces sp.",Streptomyces
107044,"ST013066(HKI), BI 01873",,0,"Streptomyces sp.",Streptomyces
108533,ST028837(HKI),,0,"Streptomyces sp.",Streptomyces
110022,ST009637(HKI),,0,"Streptomyces sp.",Streptomyces
112519,ST007788(HKI),,0,"Streptomyces sp.",Streptomyces
114008,ST005616(HKI),,0,"Streptomyces sp.",Streptomyces
115497,"ST006674(HKI), 14/1H",,0,"Streptomyces sp.",Streptomyces
117994,"ST001614(HKI), BI 05362",,0,"Streptomyces sp.",Streptomyces
119483,"ST014500(HKI), BI 03333",,0,"Streptomyces sp.",Streptomyces
114259,"ST014908(HKI), BI 03743",,0,"Streptomyces sp.",Streptomyces
115748,ST012179(HKI),,0,"Streptomyces sp.",Streptomyces
116756,"ST010227(HKI), BI 06981",,0,"Streptomyces sp.",Streptomyces
118245,ST012434(HKI),,0,"Streptomyces sp.",Streptomyces
119734,ST012513(HKI),,0,"Streptomyces sp.",Streptomyces
121223,ST009856(HKI),,0,"Streptomyces sp.",Streptomyces
122231,ST029316(HKI),,0,"Streptomyces sp.",Streptomyces
123720,ST002495(HKI),,0,"Streptomyces sp.",Streptomyces
125209,"ST003876(HKI), BI 06612",,0,"Streptomyces sp.",Streptomyces
121474,"ST021267(HKI), BI 10384",,0,"Streptomyces sp.",Streptomyces
122482,"ST023669(HKI), GT19991322",,0,"Streptomyces sp.",Streptomyces
123971,ST026486(HKI),,0,"Streptomyces sp.",Streptomyces
125460,"ST020900(HKI), BI 10197",,0,"Streptomyces sp.",Streptomyces
107300,ST004618(HKI),,0,"Streptomyces sp.",Streptomyces
108789,"ST021637(HKI), BI 10542",,0,"Streptomyces sp.",Streptomyces
110278,ST007397(HKI),,0,"Streptomyces sp.",Streptomyces
106062,ST026624(HKI),,0,"Streptomyces sp.",Streptomyces
107551,"ST018185(HKI), BI 08175",,0,"Streptomyces sp.",Streptomyces
109040,"ST021703(HKI), BI 10608",,0,"Streptomyces sp.",Streptomyces
110529,"ST012815(HKI), BI 01620",,0,"Streptomyces sp.",Streptomyces
111537,"ST012875(HKI), BI 01680",,0,"Streptomyces sp.",Streptomyces
113026,"ST017448(HKI), CIBAID40764, BI 09181",,0,"Streptomyces sp.",Streptomyces
114515,"ST019290(HKI), BI 08986",,0,"Streptomyces sp.",Streptomyces
116004,ST005641(HKI),,0,"Streptomyces sp.",Streptomyces
117012,ST003534(HKI),,0,"Streptomyces sp.",Streptomyces
118501,ST004704(HKI),,0,"Streptomyces sp.",Streptomyces
113277,"ST018770(HKI), BI 08561",,0,"Streptomyces sp.",Streptomyces
114766,"ST013802(HKI), BI 02612",,0,"Streptomyces sp.",Streptomyces
116255,"ST011141(HKI), BI 07517",,0,"Streptomyces sp.",Streptomyces
117263,"ST014152(HKI), BI 02966",,0,"Streptomyces sp.",Streptomyces
118752,"ST011472(HKI), BI 07857",,0,"Streptomyces sp.",Streptomyces
120241,"ST011494(HKI), BI 07929",,0,"Streptomyces sp.",Streptomyces
121730,"ST009497(HKI), BI 06815",,0,"Streptomyces sp.",Streptomyces
122738,"ST020417(HKI), BI 09818",,0,"Streptomyces sp.",Streptomyces
124227,"ST013441(HKI), BI 02251",,0,"Streptomyces sp.",Streptomyces
125716,ST005372(HKI),,0,"Streptomyces sp.",Streptomyces
120492,"ST011731(HKI), S22, ST 08607",,0,"Streptomyces sp.",Streptomyces
122989,"ST007283(HKI), 792-87",,0,"Streptomyces sp.",Streptomyces
124478,ST026149(HKI),,0,"Streptomyces sp.",Streptomyces
125967,ST012747(HKI),,0,"Streptomyces sp.",Streptomyces
105561,ST020909(HKI),,0,"Streptomyces sp.",Streptomyces
106318,"ST027721(HKI), GT20021538",,0,"Streptomyces sp.",Streptomyces
107807,ST030415(HKI),,0,"Streptomyces sp.",Streptomyces
109296,ST029012(HKI),,0,"Streptomyces sp.",Streptomyces
110785,"ST006403(HKI), 23a/175",,0,"Streptomyces sp.",Streptomyces
111793,"ST001252(HKI), BI 04726",,0,"Streptomyces sp.",Streptomyces
15817,,"DSM 41368, IMRU 3774",0,"Streptomyces sp.",Streptomyces
106569,ST027879(HKI),,0,"Streptomyces sp.",Streptomyces
108058,ST021398(HKI),,0,"Streptomyces sp.",Streptomyces
109547,"ST018254(HKI), BI 08244",,0,"Streptomyces sp.",Streptomyces
111036,"ST016747(HKI), BI 06110",,0,"Streptomyces sp.",Streptomyces
112044,ST004947(HKI),,0,"Streptomyces sp.",Streptomyces
113533,ST010703(HKI),,0,"Streptomyces sp.",Streptomyces
115022,"ST007855(HKI), BI 06138",,0,"Streptomyces sp.",Streptomyces
116511,ST003434(HKI),,0,"Streptomyces sp.",Streptomyces
117519,"ST007018(HKI), 16/36",,0,"Streptomyces sp.",Streptomyces
119008,"ST003785(HKI), BI 06397",,0,"Streptomyces sp.",Streptomyces
160247,RGU5.3,"DSM 41988",0,"Streptomyces sp.",Streptomyces
112295,"ST011807(HKI), SE52",,0,"Streptomyces sp.",Streptomyces
